name,oblast,latitude,longitude
Курахове,Донецька область,47.9847,37.2807
Рівне,Кіровоградська область,48.2427,31.7581
Ротмістрівка,Черкаська область,49.1483,31.7128
Розсоша,Хмельницька область,49.3404,26.8863
Роскошное,Автономна республіка Крим,45.6519,34.1155
Ромашкино,Автономна республіка Крим,45.2565,33.2552
Романівка,Житомирська область,50.5771,27.7611
Рокитне,Рівненська область,51.2789,27.2171
Рогань,Харківська область,49.9032,36.4827
Родниково,Автономна республіка Крим,45.043,33.9541
Рівне,Волинська область,51.2359,23.8156
Ріпки,Чернігівська область,51.8017,31.0858
Річки,Сумська область,51.1223,34.494
Роздол,Запорізька область,47.2828,35.3923
Райгородок,Житомирська область,49.8272,28.3806
Райгород,Вінницька область,48.8782,29.0813
Раївка,Дніпропетровська область,48.3517,35.4565
Рава-Руська,Львівська область,50.2325,23.6217
Ратне,Волинська область,51.6692,24.5264
Ралівка,Львівська область,49.5001,23.2302
Рокитне,Київська область,49.687,30.4725
Рафалівка,Рівненська область,51.3118,25.9932
Радомишль,Житомирська область,50.4962,29.23
Радехів,Львівська область,50.2809,24.6384
